AT1G01750	-0.5	0.5	AT1G01750	85
AT1G01760	-0.5	0.5	AT1G01760	86
AT1G01770	-0.5	0.5	AT1G01770	87
AT1G01780	-0.5	0.5	AT1G01780	88
AT1G01790	-0.5	0.5	AT1G01790	89
AT1G01800	-0.5	0.5	AT1G01800	90
AT1G01810	-0.5	0.5	AT1G01810	91
AT1G01820	-0.5	0.5	AT1G01820	92
AT1G01830	-0.5	0.5	AT1G01830	93
AT1G01840	-0.5	0.5	AT1G01840	94
AT1G01860	-0.5	0.5	AT1G01860	95
AT1G01870	-0.5	0.5	AT1G01870	96
AT1G01880	-0.5	0.5	AT1G01880	97
AT1G01890	-0.5	0.5	AT1G01890	98
AT1G01900	-0.5	0.5	AT1G01900	99
AT1G01910	-0.5	0.5	AT1G01910	100
AT1G01920	-0.5	0.5	AT1G01920	101
AT1G01930	-0.5	0.5	AT1G01930	102
AT1G01940	-0.5	0.5	AT1G01940	103
AT1G01950	-0.5	0.5	AT1G01950	104
AT1G01960	-0.5	0.5	AT1G01960	105
AT1G01970	-0.5	0.5	AT1G01970	106
AT1G01980	-0.5	0.5	AT1G01980	107
AT1G01990	-0.5	0.5	AT1G01990	108
AT1G02000	-0.5	0.5	AT1G02000	109
AT1G02010	-0.5	0.5	AT1G02010	110
AT1G02020	-0.5	0.5	AT1G02020	111
AT1G02030	-0.5	0.5	AT1G02030	112
AT1G02040	-0.5	0.5	AT1G02040	113
AT1G02050	-0.5	0.5	AT1G02050	114
AT1G02060	-0.5	0.5	AT1G02060	115
AT1G02065	-0.5	0.5	AT1G02065	116
AT1G02067	-0.5	0.5	AT1G02067	117
AT1G02070	-0.5	0.5	AT1G02070	118
AT1G02080	-0.5	0.5	AT1G02080	119
AT1G02090	-0.5	0.5	AT1G02090	120
AT1G02100	-0.5	0.5	AT1G02100	121
AT1G02110	-0.5	0.5	AT1G02110	122
AT1G02120	-0.5	0.5	AT1G02120	123
AT1G02130	-0.5	0.5	AT1G02130	124
AT1G02136	-0.5	0.5	AT1G02136	125
AT1G02140	-0.5	0.5	AT1G02140	126
AT1G02145	-0.5	0.5	AT1G02145	127
AT1G02150	-0.5	0.5	AT1G02150	128
AT1G02160	-0.5	0.5	AT1G02160	129
AT1G02170	-0.5	0.5	AT1G02170	130
AT1G02180	-0.5	0.5	AT1G02180	131
AT1G02190	-0.5	0.5	AT1G02190	132
AT1G02205	-0.5	0.5	AT1G02205	133
AT1G02210	-0.5	0.5	AT1G02210	134
AT1G02220	-0.5	0.5	AT1G02220	135
AT1G02228	-0.5	0.5	AT1G02228	136
AT1G02230	-0.5	0.5	AT1G02230	137
AT1G02250	-0.5	0.5	AT1G02250	138
AT1G02260	-0.5	0.5	AT1G02260	139
AT1G02270	-0.5	0.5	AT1G02270	140
AT1G02280	-0.5	0.5	AT1G02280	141
AT1G02290	-0.5	0.5	AT1G02290	142
AT1G02300	-0.5	0.5	AT1G02300	143
AT1G02305	-0.5	0.5	AT1G02305	144
AT1G02310	-0.5	0.5	AT1G02310	145
AT1G02320	-0.5	0.5	AT1G02320	146
AT1G02330	-0.5	0.5	AT1G02330	147
AT1G02335	-0.5	0.5	AT1G02335	148
AT1G02340	-0.5	0.5	AT1G02340	149
AT1G02350	-0.5	0.5	AT1G02350	150
AT1G02360	-0.5	0.5	AT1G02360	151
AT1G02370	-0.5	0.5	AT1G02370	152
AT1G02380	-0.5	0.5	AT1G02380	153
AT1G02390	-0.5	0.5	AT1G02390	154
AT1G02400	-0.5	0.5	AT1G02400	155
AT1G02405	-0.5	0.5	AT1G02405	156
AT1G02410	-0.5	0.5	AT1G02410	157
AT1G02420	-0.5	0.5	AT1G02420	158
AT1G02430	-0.5	0.5	AT1G02430	159
AT1G02440	-0.5	0.5	AT1G02440	160
AT1G02450	-0.5	0.5	AT1G02450	161
AT1G02460	-0.5	0.5	AT1G02460	162
AT1G02470	-0.5	0.5	AT1G02470	163
AT1G02475	-0.5	0.5	AT1G02475	164
AT1G02480	-0.5	0.5	AT1G02480	165
AT1G02490	-0.5	0.5	AT1G02490	166
AT1G02500	-0.5	0.5	AT1G02500	167
AT1G02510	-0.5	0.5	AT1G02510	168
AT1G02520	-0.5	0.5	AT1G02520	169
AT1G02530	-0.5	0.5	AT1G02530	170
AT1G02540	-0.5	0.5	AT1G02540	171
AT1G02550	-0.5	0.5	AT1G02550	172
AT1G02560	-0.5	0.5	AT1G02560	173
AT1G02570	-0.5	0.5	AT1G02570	174
AT1G02575	-0.5	0.5	AT1G02575	175
AT1G02580	-0.5	0.5	AT1G02580	176
AT1G02590	-0.5	0.5	AT1G02590	177
AT1G02600	-0.5	0.5	AT1G02600	178
AT1G02610	-0.5	0.5	AT1G02610	179
AT1G02620	-0.5	0.5	AT1G02620	180
AT1G02630	-0.5	0.5	AT1G02630	181
AT1G02640	-0.5	0.5	AT1G02640	182
AT1G02650	-0.5	0.5	AT1G02650	183
AT1G02660	-0.5	0.5	AT1G02660	184
AT1G02670	-0.5	0.5	AT1G02670	185
AT1G02680	-0.5	0.5	AT1G02680	186
AT1G02681	-0.5	0.5	AT1G02681	187
AT1G02690	-0.5	0.5	AT1G02690	188
AT1G02700	-0.5	0.5	AT1G02700	189
AT1G02705	-0.5	0.5	AT1G02705	190
AT1G02710	-0.5	0.5	AT1G02710	191
AT1G02720	-0.5	0.5	AT1G02720	192
AT1G02730	-0.5	0.5	AT1G02730	193
AT1G02740	-0.5	0.5	AT1G02740	194
AT1G02750	-0.5	0.5	AT1G02750	195
AT1G02760	-0.5	0.5	AT1G02760	196
AT1G02770	-0.5	0.5	AT1G02770	197
AT1G02780	-0.5	0.5	AT1G02780	198
AT1G02790	-0.5	0.5	AT1G02790	199
AT1G02800	-0.5	0.5	AT1G02800	200
AT1G02810	-0.5	0.5	AT1G02810	201
AT1G02813	-0.5	0.5	AT1G02813	202
AT1G02816	-0.5	0.5	AT1G02816	203
AT1G02820	-0.5	0.5	AT1G02820	204
AT1G02830	-0.5	0.5	AT1G02830	205
AT1G02840	-0.5	0.5	AT1G02840	206
AT1G02850	-0.5	0.5	AT1G02850	207
AT1G02860	-0.5	0.5	AT1G02860	208
AT1G02870	-0.5	0.5	AT1G02870	209
AT1G02880	-0.5	0.5	AT1G02880	210
AT1G02890	-0.5	0.5	AT1G02890	211
AT1G02900	-0.5	0.5	AT1G02900	212
AT1G02910	-0.5	0.5	AT1G02910	213
AT1G02920	-0.5	0.5	AT1G02920	214
AT1G02930	-0.5	0.5	AT1G02930	215
AT1G02940	-0.5	0.5	AT1G02940	216
AT1G02950	-0.5	0.5	AT1G02950	217
AT1G02952	-0.5	0.5	AT1G02952	218
AT1G02960	-0.5	0.5	AT1G02960	219
AT1G02965	-0.5	0.5	AT1G02965	220
AT1G02970	-0.5	0.5	AT1G02970	221
AT1G02980	-0.5	0.5	AT1G02980	222
AT1G02990	-0.5	0.5	AT1G02990	223
AT1G03000	-0.5	0.5	AT1G03000	224
AT1G03010	-0.5	0.5	AT1G03010	225
AT1G03020	-0.5	0.5	AT1G03020	226
AT1G03030	-0.5	0.5	AT1G03030	227
AT1G03040	-0.5	0.5	AT1G03040	228
AT1G03050	-0.5	0.5	AT1G03050	229
AT1G03055	-0.5	0.5	AT1G03055	230
AT1G03060	-0.5	0.5	AT1G03060	231
AT1G03070	-0.5	0.5	AT1G03070	232
AT1G03080	-0.5	0.5	AT1G03080	233
AT1G03090	-0.5	0.5	AT1G03090	234
AT1G03100	-0.5	0.5	AT1G03100	235
AT1G03103	-0.5	0.5	AT1G03103	236
AT1G03106	-0.5	0.5	AT1G03106	237
AT1G03110	-0.5	0.5	AT1G03110	238
AT1G03120	-0.5	0.5	AT1G03120	239
AT1G03130	-0.5	0.5	AT1G03130	240
AT1G03140	-0.5	0.5	AT1G03140	241
AT1G03150	-0.5	0.5	AT1G03150	242
AT1G03160	-0.5	0.5	AT1G03160	243
AT1G03165	-0.5	0.5	AT1G03165	244
AT1G03170	-0.5	0.5	AT1G03170	245
AT1G03180	-0.5	0.5	AT1G03180	246
AT1G03190	-0.5	0.5	AT1G03190	247
AT1G03200	-0.5	0.5	AT1G03200	248
AT1G03210	-0.5	0.5	AT1G03210	249
AT1G03220	-0.5	0.5	AT1G03220	250
AT1G03230	-0.5	0.5	AT1G03230	251
AT1G03240	-0.5	0.5	AT1G03240	252
AT1G03250	-0.5	0.5	AT1G03250	253
AT1G03260	-0.5	0.5	AT1G03260	254
AT1G03270	-0.5	0.5	AT1G03270	255
AT1G03280	-0.5	0.5	AT1G03280	256
AT1G03290	-0.5	0.5	AT1G03290	257
AT1G03300	-0.5	0.5	AT1G03300	258
AT1G03310	-0.5	0.5	AT1G03310	259
AT1G03320	-0.5	0.5	AT1G03320	260
AT1G03325	-0.5	0.5	AT1G03325	261
AT1G03330	-0.5	0.5	AT1G03330	262
AT1G03340	-0.5	0.5	AT1G03340	263
AT1G03350	-0.5	0.5	AT1G03350	264
AT1G03360	-0.5	0.5	AT1G03360	265
AT1G03365	-0.5	0.5	AT1G03365	266
AT1G03370	-0.5	0.5	AT1G03370	267
AT1G03380	-0.5	0.5	AT1G03380	268
AT1G03390	-0.5	0.5	AT1G03390	269
AT1G03395	-0.5	0.5	AT1G03395	270
AT1G03400	-0.5	0.5	AT1G03400	271
AT1G03410	-0.5	0.5	AT1G03410	272
AT1G03420	-0.5	0.5	AT1G03420	273
AT1G03430	-0.5	0.5	AT1G03430	274
AT1G03440	-0.5	0.5	AT1G03440	275
AT1G03445	-0.5	0.5	AT1G03445	276
AT1G03457	-0.5	0.5	AT1G03457	277
AT1G03470	-0.5	0.5	AT1G03470	278
AT1G03475	-0.5	0.5	AT1G03475	279
AT1G03490	-0.5	0.5	AT1G03490	280
AT1G03495	-0.5	0.5	AT1G03495	281
AT1G03502	-0.5	0.5	AT1G03502	282
AT1G03506	-0.5	0.5	AT1G03506	283
AT1G03510	-0.5	0.5	AT1G03510	284
AT1G03515	-0.5	0.5	AT1G03515	285
AT1G03520	-0.5	0.5	AT1G03520	286
AT1G03530	-0.5	0.5	AT1G03530	287
AT1G03540	-0.5	0.5	AT1G03540	288
AT1G03550	-0.5	0.5	AT1G03550	289
AT1G03545	-0.5	0.5	AT1G03545	290
AT1G03560	-0.5	0.5	AT1G03560	291
AT1G03570	-0.5	0.5	AT1G03570	292
AT1G03580	-0.5	0.5	AT1G03580	293
AT1G03590	-0.5	0.5	AT1G03590	294
AT1G03600	-0.5	0.5	AT1G03600	295
AT1G03610	-0.5	0.5	AT1G03610	296
AT1G03620	-0.5	0.5	AT1G03620	297
AT1G03630	-0.5	0.5	AT1G03630	298
AT1G03640	-0.5	0.5	AT1G03640	299
AT1G03650	-0.5	0.5	AT1G03650	300
AT1G03660	-0.5	0.5	AT1G03660	301
AT1G03670	-0.5	0.5	AT1G03670	302
AT1G03680	-0.5	0.5	AT1G03680	303
AT1G03687	-0.5	0.5	AT1G03687	304
AT1G03700	-0.5	0.5	AT1G03700	305
AT1G03710	-0.5	0.5	AT1G03710	306
AT1G03720	-0.5	0.5	AT1G03720	307
AT1G03730	-0.5	0.5	AT1G03730	308
AT1G03740	-0.5	0.5	AT1G03740	309
AT1G03743	-0.5	0.5	AT1G03743	310
AT1G03746	-0.5	0.5	AT1G03746	311
AT1G03750	-0.5	0.5	AT1G03750	312
AT1G03760	-0.5	0.5	AT1G03760	313
AT1G03770	-0.5	0.5	AT1G03770	314
AT1G03780	-0.5	0.5	AT1G03780	315
AT1G03790	-0.5	0.5	AT1G03790	316
AT1G03800	-0.5	0.5	AT1G03800	317
AT1G03810	-0.5	0.5	AT1G03810	318
AT1G03820	-0.5	0.5	AT1G03820	319
AT1G03830	-0.5	0.5	AT1G03830	320
AT1G03840	-0.5	0.5	AT1G03840	321
AT1G03850	-0.5	0.5	AT1G03850	322
AT1G03860	-0.5	0.5	AT1G03860	323
AT1G03870	-0.5	0.5	AT1G03870	324
AT1G03880	-0.5	0.5	AT1G03880	325
AT1G03890	-0.5	0.5	AT1G03890	326
AT1G03900	-0.5	0.5	AT1G03900	327
AT1G03905	-0.5	0.5	AT1G03905	328
AT1G03910	-0.5	0.5	AT1G03910	329
AT1G03920	-0.5	0.5	AT1G03920	330
AT1G03930	-0.5	0.5	AT1G03930	331
AT1G03935	-0.5	0.5	AT1G03935	332
AT1G03940	-0.5	0.5	AT1G03940	333
AT1G03950	-0.5	0.5	AT1G03950	334
AT1G03960	-0.5	0.5	AT1G03960	335
AT1G03970	-0.5	0.5	AT1G03970	336
AT1G03980	-0.5	0.5	AT1G03980	337
AT1G03982	-0.5	0.5	AT1G03982	338
AT1G03990	-0.5	0.5	AT1G03990	339
AT1G04000	-0.5	0.5	AT1G04000	340
AT1G04010	-0.5	0.5	AT1G04010	341
AT1G04020	-0.5	0.5	AT1G04020	342
AT1G04030	-0.5	0.5	AT1G04030	343
AT1G04040	-0.5	0.5	AT1G04040	344
AT1G04050	-0.5	0.5	AT1G04050	345
AT1G04070	-0.5	0.5	AT1G04070	346
AT1G04080	-0.5	0.5	AT1G04080	347
AT1G04090	-0.5	0.5	AT1G04090	348
AT1G04100	-0.5	0.5	AT1G04100	349
AT1G04105	-0.5	0.5	AT1G04105	350
AT1G04110	-0.5	0.5	AT1G04110	351
AT1G04120	-0.5	0.5	AT1G04120	352
AT1G04130	-0.5	0.5	AT1G04130	353
AT1G04140	-0.5	0.5	AT1G04140	354
AT1G04150	-0.5	0.5	AT1G04150	355
AT1G04160	-0.5	0.5	AT1G04160	356
AT1G04170	-0.5	0.5	AT1G04170	357
AT1G04180	-0.5	0.5	AT1G04180	358
AT1G04190	-0.5	0.5	AT1G04190	359
AT1G04200	-0.5	0.5	AT1G04200	360
AT1G04210	-0.5	0.5	AT1G04210	361
AT1G04220	-0.5	0.5	AT1G04220	362
AT1G04230	-0.5	0.5	AT1G04230	363
AT1G04240	-0.5	0.5	AT1G04240	364
AT1G04250	-0.5	0.5	AT1G04250	365
AT1G04260	-0.5	0.5	AT1G04260	366
AT1G04270	-0.5	0.5	AT1G04270	367
AT1G04280	-0.5	0.5	AT1G04280	368
AT1G04290	-0.5	0.5	AT1G04290	369
AT1G04295	-0.5	0.5	AT1G04295	370
AT1G04300	-0.5	0.5	AT1G04300	371
AT1G04310	-0.5	0.5	AT1G04310	372
AT1G04320	-0.5	0.5	AT1G04320	373
AT1G04330	-0.5	0.5	AT1G04330	374
AT1G04340	-0.5	0.5	AT1G04340	375
AT1G04350	-0.5	0.5	AT1G04350	376
AT1G04360	-0.5	0.5	AT1G04360	377
AT1G04370	-0.5	0.5	AT1G04370	378
AT1G04380	-0.5	0.5	AT1G04380	379
AT1G04390	-0.5	0.5	AT1G04390	380
AT1G04400	-0.5	0.5	AT1G04400	381
AT1G04410	-0.5	0.5	AT1G04410	382
AT1G04420	-0.5	0.5	AT1G04420	383
AT1G04425	-0.5	0.5	AT1G04425	384
AT1G04430	-0.5	0.5	AT1G04430	385
AT1G04440	-0.5	0.5	AT1G04440	386
AT1G04445	-0.5	0.5	AT1G04445	387
AT1G04450	-0.5	0.5	AT1G04450	388
AT1G04455	-0.5	0.5	AT1G04455	389
AT1G04457	-0.5	0.5	AT1G04457	390
AT1G04470	-0.5	0.5	AT1G04470	391
AT1G04480	-0.5	0.5	AT1G04480	392
AT1G04490	-0.5	0.5	AT1G04490	393
AT1G04500	-0.5	0.5	AT1G04500	394
AT1G04510	-0.5	0.5	AT1G04510	395
AT1G04520	-0.5	0.5	AT1G04520	396
AT1G04530	-0.5	0.5	AT1G04530	397
AT1G04540	-0.5	0.5	AT1G04540	398
AT1G04550	-0.5	0.5	AT1G04550	399
AT1G04555	-0.5	0.5	AT1G04555	400
AT1G04560	-0.5	0.5	AT1G04560	401
AT1G04570	-0.5	0.5	AT1G04570	402
AT1G04580	-0.5	0.5	AT1G04580	403
AT1G04590	-0.5	0.5	AT1G04590	404
AT1G04600	-0.5	0.5	AT1G04600	405
AT1G04610	-0.5	0.5	AT1G04610	406
AT1G04620	-0.5	0.5	AT1G04620	407
AT1G04625	-0.5	0.5	AT1G04625	408
AT1G04630	-0.5	0.5	AT1G04630	409
AT1G04635	-0.5	0.5	AT1G04635	410
AT1G04640	-0.5	0.5	AT1G04640	411
AT1G04645	-0.5	0.5	AT1G04645	412
AT1G04650	-0.5	0.5	AT1G04650	413
AT1G04660	-0.5	0.5	AT1G04660	414
AT1G04670	-0.5	0.5	AT1G04670	415
AT1G04680	-0.5	0.5	AT1G04680	416
AT1G04690	-0.5	0.5	AT1G04690	417
AT1G04700	-0.5	0.5	AT1G04700	418
AT1G04710	-0.5	0.5	AT1G04710	419
AT1G04720	-0.5	0.5	AT1G04720	420
AT1G04730	-0.5	0.5	AT1G04730	421
AT1G04750	-0.5	0.5	AT1G04750	422
AT1G04760	-0.5	0.5	AT1G04760	423
AT1G04770	-0.5	0.5	AT1G04770	424
AT1G04778	-0.5	0.5	AT1G04778	425
AT1G04780	-0.5	0.5	AT1G04780	426
AT1G04790	-0.5	0.5	AT1G04790	427
AT1G04800	-0.5	0.5	AT1G04800	428
AT1G04810	-0.5	0.5	AT1G04810	429
AT1G04820	-0.5	0.5	AT1G04820	430
AT1G04830	-0.5	0.5	AT1G04830	431
AT1G04840	-0.5	0.5	AT1G04840	432
AT1G04850	-0.5	0.5	AT1G04850	433
AT1G04860	-0.5	0.5	AT1G04860	434
AT1G04870	-0.5	0.5	AT1G04870	435
AT1G04880	-0.5	0.5	AT1G04880	436
AT1G04890	-0.5	0.5	AT1G04890	437
AT1G04895	-0.5	0.5	AT1G04895	438
AT1G04900	-0.5	0.5	AT1G04900	439
AT1G04910	-0.5	0.5	AT1G04910	440
AT1G04920	-0.5	0.5	AT1G04920	441
AT1G04930	-0.5	0.5	AT1G04930	442
AT1G04945	-0.5	0.5	AT1G04945	443
AT1G04940	-0.5	0.5	AT1G04940	444
AT1G04950	-0.5	0.5	AT1G04950	445
AT1G04960	-0.5	0.5	AT1G04960	446
AT1G04970	-0.5	0.5	AT1G04970	447
AT1G04980	-0.5	0.5	AT1G04980	448
AT1G04985	-0.5	0.5	AT1G04985	449
AT1G04990	-0.5	0.5	AT1G04990	450
AT1G05000	-0.5	0.5	AT1G05000	451
AT1G05005	-0.5	0.5	AT1G05005	452
AT1G05010	-0.5	0.5	AT1G05010	453
AT1G05020	-0.5	0.5	AT1G05020	454
AT1G05030	-0.5	0.5	AT1G05030	455
AT1G05035	-0.5	0.5	AT1G05035	456
AT1G05040	-0.5	0.5	AT1G05040	457
AT1G05055	-0.5	0.5	AT1G05055	458
AT1G05060	-0.5	0.5	AT1G05060	459
AT1G05061	-0.5	0.5	AT1G05061	460
AT1G05065	-0.5	0.5	AT1G05065	461
AT1G05070	-0.5	0.5	AT1G05070	462
AT1G05080	-0.5	0.5	AT1G05080	463
AT1G05085	-0.5	0.5	AT1G05085	464
AT1G05087	-0.5	0.5	AT1G05087	465
AT1G05090	-0.5	0.5	AT1G05090	466
AT1G05100	-0.5	0.5	AT1G05100	467
AT1G05120	-0.5	0.5	AT1G05120	468
AT1G05135	-0.5	0.5	AT1G05135	469
AT1G05136	-0.5	0.5	AT1G05136	470
AT1G05140	-0.5	0.5	AT1G05140	471
AT1G05150	-0.5	0.5	AT1G05150	472
AT1G05160	-0.5	0.5	AT1G05160	473
AT1G05170	-0.5	0.5	AT1G05170	474
AT1G05180	-0.5	0.5	AT1G05180	475
AT1G05190	-0.5	0.5	AT1G05190	476
AT1G05200	-0.5	0.5	AT1G05200	477
AT1G05205	-0.5	0.5	AT1G05205	478
AT1G05210	-0.5	0.5	AT1G05210	479
AT1G05220	-0.5	0.5	AT1G05220	480
AT1G05230	-0.5	0.5	AT1G05230	481
AT1G05240	-0.5	0.5	AT1G05240	482
AT1G05250	-0.5	0.5	AT1G05250	483
AT1G05260	-0.5	0.5	AT1G05260	484
AT1G05270	-0.5	0.5	AT1G05270	485
AT1G05280	-0.5	0.5	AT1G05280	486
AT1G05290	-0.5	0.5	AT1G05290	487
AT1G05291	-0.5	0.5	AT1G05291	488
AT1G05300	-0.5	0.5	AT1G05300	489
AT1G05310	-0.5	0.5	AT1G05310	490
AT1G05320	-0.5	0.5	AT1G05320	491
AT1G05330	-0.5	0.5	AT1G05330	492
AT1G05340	-0.5	0.5	AT1G05340	493
AT1G05350	-0.5	0.5	AT1G05350	494
AT1G05360	-0.5	0.5	AT1G05360	495
AT1G05370	-0.5	0.5	AT1G05370	496
AT1G05380	-0.5	0.5	AT1G05380	497
AT1G05385	-0.5	0.5	AT1G05385	498
AT1G05390	-0.5	0.5	AT1G05390	499
AT1G05400	-0.5	0.5	AT1G05400	500
AT1G05410	-0.5	0.5	AT1G05410	501
AT1G05420	-0.5	0.5	AT1G05420	502
AT1G05430	-0.5	0.5	AT1G05430	503
AT1G05440	-0.5	0.5	AT1G05440	504
AT1G05450	-0.5	0.5	AT1G05450	505
AT1G05460	-0.5	0.5	AT1G05460	506
AT1G05470	-0.5	0.5	AT1G05470	507
AT1G05490	-0.5	0.5	AT1G05490	508
AT1G05500	-0.5	0.5	AT1G05500	509
AT1G05510	-0.5	0.5	AT1G05510	510
AT1G05520	-0.5	0.5	AT1G05520	511
AT1G05530	-0.5	0.5	AT1G05530	512
AT1G05540	-0.5	0.5	AT1G05540	513
AT1G05550	-0.5	0.5	AT1G05550	514
AT1G05560	-0.5	0.5	AT1G05560	515
AT1G05562	-0.5	0.5	AT1G05562	516
AT1G05570	-0.5	0.5	AT1G05570	517
AT1G05575	-0.5	0.5	AT1G05575	518
AT1G05577	-0.5	0.5	AT1G05577	519
AT1G05580	-0.5	0.5	AT1G05580	520
AT1G05590	-0.5	0.5	AT1G05590	521
AT1G05600	-0.5	0.5	AT1G05600	522
AT1G05610	-0.5	0.5	AT1G05610	523
AT1G05615	-0.5	0.5	AT1G05615	524
AT1G05620	-0.5	0.5	AT1G05620	525
AT1G05630	-0.5	0.5	AT1G05630	526
AT1G05640	-0.5	0.5	AT1G05640	527
AT1G05650	-0.5	0.5	AT1G05650	528
AT1G05660	-0.5	0.5	AT1G05660	529
AT1G05670	-0.5	0.5	AT1G05670	530
AT1G05675	-0.5	0.5	AT1G05675	531
AT1G05680	-0.5	0.5	AT1G05680	532
AT1G05690	-0.5	0.5	AT1G05690	533
AT1G05700	-0.5	0.5	AT1G05700	534
AT1G05710	-0.5	0.5	AT1G05710	535
AT1G05720	-0.5	0.5	AT1G05720	536
AT1G05730	-0.5	0.5	AT1G05730	537
AT1G05740	-0.5	0.5	AT1G05740	538
AT1G05750	-0.5	0.5	AT1G05750	539
AT1G05760	-0.5	0.5	AT1G05760	540
AT1G05770	-0.5	0.5	AT1G05770	541
AT1G05780	-0.5	0.5	AT1G05780	542
AT1G05783	-0.5	0.5	AT1G05783	543
AT1G05785	-0.5	0.5	AT1G05785	544
AT1G05790	-0.5	0.5	AT1G05790	545
AT1G05800	-0.5	0.5	AT1G05800	546
AT1G05805	-0.5	0.5	AT1G05805	547
AT1G05810	-0.5	0.5	AT1G05810	548
AT1G05820	-0.5	0.5	AT1G05820	549
AT1G05830	-0.5	0.5	AT1G05830	550
AT1G05835	-0.5	0.5	AT1G05835	551
AT1G05840	-0.5	0.5	AT1G05840	552
AT1G05850	-0.5	0.5	AT1G05850	553
AT1G05860	-0.5	0.5	AT1G05860	554
AT1G05870	-0.5	0.5	AT1G05870	555
AT1G05880	-0.5	0.5	AT1G05880	556
AT1G05890	-0.5	0.5	AT1G05890	557
AT1G05894	-0.5	0.5	AT1G05894	558
AT1G05900	-0.5	0.5	AT1G05900	559
AT1G05910	-0.5	0.5	AT1G05910	560
